"species","soil.nitrogen","biomass.raw"
"Poa",74.2671009771987,0.00281690140845
"Poa",89.9022801302931,0.118309859154929
"Poa",99.6742671009772,0.180281690140845
"Poa",193.485342019544,-2.22044604925031E-16
"Poa",205.211726384365,-2.22044604925031E-16
"Poa",209.120521172638,-2.22044604925031E-16
"Poa",213.029315960912,-2.22044604925031E-16
"Poa",228.664495114007,0.022535211267605
"Poa",236.482084690554,-2.22044604925031E-16
"Poa",322.475570032573,-2.22044604925031E-16
"Poa",342.019543973941,-2.22044604925031E-16
"Poa",347.882736156352,0.070422535211268
"Poa",373.28990228013,0.019718309859155
"Poa",496.416938110749,0.002816901408451
"Poa",527.687296416938,0.005633802816901
"Poa",537.459283387622,0.03943661971831
"Poa",553.094462540717,0.00281690140845
"Poa",566.775244299674,0.03943661971831
"Poa",582.410423452769,0.047887323943662
"Poa",621.498371335505,0.073239436619718
"Poa",691.85667752443,0.264788732394366
"Poa",762.214983713355,0.24225352112676
"Poa",1061.23778501629,0.005633802816901
"Poa",1078.82736156352,0.005633802816901
"Poa",1139.41368078176,0.495774647887324
"Poa",1071.00977198697,0.005633802816901
"Poa",558.957654723127,0.033802816901408
"Schizachyrium",72.7868852459017,0.387640449438202
"Schizachyrium",88.5245901639346,0.573033707865169
"Schizachyrium",98.3606557377052,0.612359550561798
"Schizachyrium",192.786885245902,0.612359550561798
"Schizachyrium",208.524590163935,0.693820224719101
"Schizachyrium",226.229508196721,0.716292134831461
"Schizachyrium",224.262295081967,0.634831460674157
"Schizachyrium",226.229508196721,0.553370786516854
"Schizachyrium",230.163934426229,0.514044943820225
"Schizachyrium",320.655737704918,0.702247191011236
"Schizachyrium",342.295081967213,0.707865168539326
"Schizachyrium",369.836065573771,0.724719101123596
"Schizachyrium",346.229508196721,0.792134831460674
"Schizachyrium",493.770491803279,0.724719101123596
"Schizachyrium",523.27868852459,0.839887640449438
"Schizachyrium",550.819672131147,0.845505617977528
"Schizachyrium",566.55737704918,0.834269662921348
"Schizachyrium",578.360655737705,0.811797752808989
"Schizachyrium",544.918032786885,0.803370786516854
"Schizachyrium",535.081967213115,0.775280898876405
"Schizachyrium",619.672131147541,0.887640449438202
"Schizachyrium",688.524590163934,0.887640449438202
"Schizachyrium",759.344262295082,0.915730337078652
"Schizachyrium",1064.26229508197,0.929775280898876
"Schizachyrium",1062.29508196721,0.823033707865169
"Schizachyrium",1078.03278688525,0.837078651685393
"Schizachyrium",1140.98360655738,0.941011235955056
